result,correction
1,"เครื่องมือ,ทางการเงิน,ตัว,นึง,คน,เล่น,เชิง,การพนัน,แทง,ต่ำ,อันตราย,ไหม,คน,ลอง,ศึกษา,ดู,เพียบ"
1,"เล่น,FX,ลอง,หัด,เทรด,หุ้น,ดู,สัก,บช,ทดลอง,หัด,FX,รู้,เทรด,ให้ได้,กำไร,กำไร,สม่ำเสมอ,หัด,ปี,ครึ่ง,สอง,ปี,ฝึก,อดทน,รอ,จังหวะ,เหมาะสม,เรียน,รู้เรื่อง,Lot,ดู,เล,เวล,จิ้น,ปิ๊บ,สมัคร,เทรด,โบ,รค,ไว้ใจได้,เล่น,เจ็บ,ภูมิคุ้มกัน,แห,ระ,รอด,หวัง,รวย,EA,ระวัง,เบิ้ลจน,จิ้น,คอ,EA,EA,ขยัน,ไม่มี,สมอง,ติง,เกล,แห,ระ,รวย,ซวย,ล้าง,แล้วก็,หากิน"
-1,"หมดตัว,พริบตา,คุม,ความเสี่ยง,อันตราย,อย่า,เงินร้อน,เงิน,เย็น,ศึกษา,ดี,ตัดสินใจ,เก็งกำไร"
-1,"หุ้น,จับต้อง,ขาดทุน,หุ้น,FX,ตัง,เหมือน,แทง,แทง,ต่ำ,กฎหมาย,ไทย,รองรับ"
-1,"อันตราย,วงการ,จริง ๆ,ศึกษา,ตำรา,อันดับ,เก็บเงิน,อุตสาห์,ทำ,มาหา,ความยากลำบาก,เอาไว้,อย่า,ลงทุน,ผม,ลอง,ค้นหา,อาจารย์,ประสพ,การณ์,คุณธรรม,หลอกลวง,หา,ดู,ดี ๆ,สว่าง,ขอให้,โชคดี,ใจเย็น,วงการ,นี้,ยังมี,คนดี,คำแนะนำ,ดี,เสมอ"
-1,"ได้ยิน,เด็ก,งบประมาณ,ปี,ทำ,สร้าง,สะสม,ทุกปี,ไปหา,จังหวัด,เขือ,นสรา้ง,สร้ง,อ่างเก็บน้ำ,เขือ,สูบ,ใส่,ตอน,น้ำท่วม,หน้า,แล้,สูบ,หน้าแล้ง,ดิน,ทราย,ขุด,สิ,งบ,ขุด,ตอน,หน้าฝน,ขุด,ประเมิน,ไม่ได้,จ่าย,เงิน,ปริมาณ,ดินทราย,ขุด,ไม่ได้,มโน,เจ้า,ตรวจ,ไม่ได้"
-1,"เหมือนกัน,ขุด,อ่าง,กะ,กั้น,ทำเล,ทำ,ปัญหา,ซ้ำซาก"
1,"ระบบ,ท่อ,นำ้,แม่,นำ้,สาย,หลัก,ปิง,วัง,ยม,เจ้าพระยา,ระบบ,ท่อ,แม่,นำ้,เจ้าพระยา,แห้ง,แน่นอน,ท่อ,ระยะใกล้,เหมือน,กิ่ง,ต้นไม้,กระจาย,ชลประทาน,ระบบ,ท่อ,เป็นระยะ,ขจัด,ทะลุ,สิ่งกีดขวาง,แกน,อีสาน,เหนือ,ตะวันออก,ตะวันตก,อย่า,ถาม,แรงดัน,เหรอ,ผม,วิศวกร,ทำได้,ทำ,เขื่อน,ทะเล,นำ้,ปาก,นำ้,ท่อ,ย้อนกลับ,ตะวันออก,ฉะเชิงเทรา,ข้อความ,กรกฎาคม,เวลา"
-1,"อิสราเอล,สูบน้ำ,แม่น้ำ,จอร์แดน,แทบ,แห้ง,ประเทศ,จอร์แดน,ด่า,วาย,ป่วง,ทะเล,เด,ซี,แห้ง"
-1,"อย่า,ลืม,ปี,ประชากร,ความต้องการ,ทรัพยากร,มากขึ้น,ไม่ได้,เลวร้าย,แปล,ที่ผ่านมา,รัฐ,ทำงาน,ได้ดี,ถึงกับ,แก้ปัญหา,เด็ดขาด,แปล,ถมเงิน,มหาศาล,ไม่ได้,ร่ำรวย,ขนาด,ปัญหา,รถติด,กรุงเทพ,ปี,รถติด,เหมือนเดิม,ลึก,ประชากร,จำนวน,คน,ปริมาณ,รถยนต์,มากขึ้น,ถนน,สร้าง,ความต้องการ,ใช้งาน,อยู่ดี,ปัญหา,เบ็ดเสร็จ,เด็ดขาด,เงิน,มหาศาล"
-1,"เมือง,ไทย,รัก,ป่า,นี้,เวลา,ต่างประเทศ,เอเซีย,ต้นไม้,กรุง,ร่มรื่น,ไทย,ป่า,ต้นไม้,ไทย,ดู,ไทย,แก้ปัญหา,ป่า,ไม่ได้,หรอก,คนจน,ไม่มี,กิน,รับจ้าง,ตัด,ต้นไม้,ดี,สำหรับ,เป็นไง,ก็ช่าง,เรื่อง,ชาติ,ไม่เกี่ยว,กะ,ตัว,ตู,ท้อง,อิ่ม,มีเงิน,คนรวย,ปลูก,บ้าน,คน,ผลประโยชน์,ป่า,ช่วยกัน,อนุรักษ์,ป่า"
-1,"เวลา,หาเสียง,เค้า,แข่ง,โฆษณา,แจก,ป่า,ชาวบ้าน,แบบนี้,ไปหา,น้ำ,เหรอ"
-1,"รอบ,บ้าน,ผม,คอนโด,บ้าน,สอง,ไร่,ผม,ป่า,สุดท้าย,แถว,นี้"
1,"ผม,รู้จัก,พท,ตัวเอง,กิจกรรม,ที่จะ,ทำ,พท,น้ำ,ฝน,ไม่มี,ปลูก,พืช,น้ำ,ไม่มี,แหล่งน้ำ,เติม,ทำนา,ไม่พอ,นา,น้ำ,น้ำ,ต้องหา,วิธี,น้ำ,รั่ว,หาย"
-1,"ประหยัด,น้ำ,สร้าง,ความคิด,อันดับ,ยกเลิก,ประเพณี,สงกรานต์,น้ำ,สาด,ทิ้ง,เล่น,ฮะ"
-1,"ปลูกฝัง,ความคิด,รู้สึก,ประหยัด,น้ำ"
-1,"ประเพณี,สงกรานต์,รักษา,แต่งตัว,สุภาพ,น้ำ,นำ้อบนำ้,ปรุง,รด,เบา,เบา,รณรงค์,สาด,นำ้,โครม,โครม,อันนั้น,ประเพณี,สงกรานต์"
1,"ส่วนตัว,ผม,ช่วยเหลือ,ตัวเอง,ดีกว่า,หมดยุค,ทั่ต้อง,รัฐ,พท,ขุด,บ่อ,สระ,สัก,ทำ,เกษตร,เหมาะกับ,พท,แรงงาน,คนเมือง,ทำได้,หา,คน,เข้ามา,บริหารบ้านเมือง,เลว,น้อยที่สุด"
1,"ลืม,ระบุ,หมายถึง,สาด,น้ำ,ดั้งเดิม,ขอบคุณ,ฮะ"
-1,"อิสราเอล,น้ำ,ระบบ,น้ำ,หยด,ประหยัด,น้ำ,การคำนวณ,ให้น้ำ,ไทย,เคยชิน,น้ำ,ฟรี,คุ้ม,เวลา,รดน้ำ,ให้น้ำ,เกินไป,ล้น,ไม่ต้องการ,น้ำ,แก้ปัญหา,น้ำ,ขาดไม่ได้,ต้องหา,วิธีใช้,น้ำ,น้อยที่สุด,คุ้มค่า,เรื่อง,นี้,ขาดกัน"
-1,"บ้าน,เหมือน,คน,กรรม,ทำ,แก้,ติดขัด,เรื่อง,ผลประโยชน์,absolute,สุดท้าย,ปัญหา,ข้อสรุป,กี่,สิบ,ปี,ไม่เคย,สรุป,แก้ปัญหา,น้ำท่วม,กลาง,เบ็ดเสร็จ,รู้,อยุ่,ทำ,ตัวอย่าง,ตปท,เทียบเคียง,เลี่ยง,ทำ,อาศัย,แก้,ปัญหาเฉพาะหน้า,ผลาญ,งบ,ทุกปี,ทำ,เขื่อน,ก้ัน,ตลิ่ง,สอง,ฝั่งแม่น้ำ,เจ้าพระยา,ทำ,ทุกปี,งบ,มหาศาล,ขนาด,วิธี,ทำ,อีกหน่อย,ทำ,นครสวรรค์,โน่น,มั้ง"
-1,"ขับรถ,ดู,บ่อ,ตอนนี้,บ่อ,น้ำ,ไหม,55,บ่,สำหรับ,ทำนา,เงิน,ขุด,ขุด,เดือน,ฝน,ตก,ลงมา"
-1,"เวลา,นักการเมือง,หาเสียง,ไม่เห็น,ไหนจะ,รัก,ป่า,รัก,ต้นไม้,โฆษณา,เรื่อง,สิบ,ปี,แก้,ไม่ได้,ป่า,ลดลง,แน่นอน,ไม่มี,ป่า,ทำ,เขื่อน,มีประโยชน์"
1,"ประเทศไทย,บอ,น้ำ,ชาติ,โลก,ไม่มี,มนุษย์,อาศัย,อีกแล้ว,ลุ่มน้ำ,ประเทศไทย,น้ำ,ลุ่มน้ำ,ประเทศ,น้ำ,พอประมาณ,นึง"
1,"เป็นไป,ตามปกติ,น้ำ,รอ,ฤดูฝน,ต่อให้,เล่น,ปล่อยทิ้ง,ไหล,ทิ้ง,อยู่ดี,ไม่งั้น,ฝน,น้ำ,ท่วม,แน่"
-1,"นำ้,แล้ง,อีสาน,แม่,นำ้,โขง,แห้ง,เขื่อน,ประเทศจีน,ลาว,นำ้,นำ้,การเกษตร,สร้าง,กระแสไฟฟ้า,การเปลี่ยนแปลง,ภูมิอากาศ,โลก,ปี,นี้,ฝนตก,ปี,เปอร์,เซนต์,ปัญหา,นี้,ปค่,ไทย,ทั่วโลก,อุณหภูมิ,ทั่วโลก,ภาวะ,โลก,ร้อน,เวลานี้,ประเทศชาติ,ต้องการ,ความสามัคคี,รู้,ปัญหา,ลด,ยานพาหนะ,ปลูกป่า,สร้าง,เขื่อน,แนว,อนุรักษ์,หา,ทางเก็บ,นำ้,จืด,ผัน,พื้น,ที่อื่น,แทนที่จะ,ปล่อย,ทะเล"
-1,"คน,โอ,เปอร์,เรท,ระบบ,น้ำ,ห่วย,น้ำท่วม,น้ำ,แล้ง,มาจาก,คน,ดู,กทม,โอ,เปอร์,เรท,ระบบ,ระบาย,น้ำ,โรง,สูบน้ำ,ปล่อย,เครื่องสูบน้ำ,ไม่ทำงาน,ประจำ"
-1,"คน,มีความรู้,ไม่ได้,มีอำนาจ,สั่งการ,คน,มีอำนาจ,ไม่มี,ความสามารถ,อาศัย,อำนาจ,บารมี,เก่า,ฐาน,เสียง,ตำแหน่ง,รัฐ,ระบบ,คน,ความสามารถ,คน,อายุ,เส้น"
